1,"2014/09/01",100,"全體學生","總計",2129367,26311,1.24
2,"2014/09/01",100,"全體學生","國中",797197,7135,0.9
3,"2014/09/01",100,"全體學生","國小",1332170,19176,1.44
4,"2014/09/01",100,"原住民族學生","總計",69808,1513,2.17
5,"2014/09/01",100,"原住民族學生","國中",25440,477,1.88
6,"2014/09/01",100,"原住民族學生","國小",44368,1036,2.34
7,"2014/09/01",100,"原住民族學生占全體學生比例(%)","總計",3.28,5.75,0
8,"2014/09/01",100,"原住民族學生占全體學生比例(%)","國中",3.19,6.69,0
9,"2014/09/01",100,"原住民族學生占全體學生比例(%)","國小",3.33,5.4,0
